country_code,indicator_code,year,value
CMR,IT.CEL.SETS.P2,2010,43.9120552066482
CMR,IT.CEL.SETS.P2,2011,51.831042080032
CMR,IT.CEL.SETS.P2,2012,62.9906520229266
CMR,IT.CEL.SETS.P2,2013,73.1912475512065
CMR,IT.CEL.SETS.P2,2014,77.2399893326772
CMR,IT.CEL.SETS.P2,2015,79.7800672605612
CMR,IT.CEL.SETS.P2,2016,79.8046154795305
CMR,IT.CEL.SETS.P2,2017,83.4502920413828
CMR,IT.CEL.SETS.P2,2018,74.3995446655806
CMR,IT.CEL.SETS.P2,2019,83.9044001051513
CMR,IT.CEL.SETS.P2,2020,85.2721639882676
CMR,IT.CEL.SETS.P2,2021,80.8081013360278
CMR,IT.CEL.SETS.P2,2022,89.8274190453067
CMR,IT.CEL.SETS.P2,2023,96.4817325902196
CMR,IT.CEL.SETS.P2,2024,108.213130152497
CMR,IT.NET.BBND.P2,2010,0.0302724223113752
CMR,IT.NET.BBND.P2,2011,0.0529499754452088
CMR,IT.NET.BBND.P2,2012,0.0665368255091213
CMR,IT.NET.BBND.P2,2013,0.0789631954882019
CMR,IT.NET.BBND.P2,2014,0.0762968342593502
CMR,IT.NET.BBND.P2,2015,0.0898239605008282
CMR,IT.NET.BBND.P2,2016,1.55529332300567
CMR,IT.NET.BBND.P2,2017,1.58466709279995
CMR,IT.NET.BBND.P2,2018,1.59560948486525
CMR,IT.NET.BBND.P2,2019,1.57189487453881
CMR,IT.NET.BBND.P2,2020,2.75682417749367
CMR,IT.NET.BBND.P2,2021,2.23385126289217
CMR,IT.NET.BBND.P2,2022,2.12862474053
CMR,IT.NET.USER.ZS,2010,4.300000191
CMR,IT.NET.USER.ZS,2011,5.0
CMR,IT.NET.USER.ZS,2012,7.5
CMR,IT.NET.USER.ZS,2013,10.0
CMR,IT.NET.USER.ZS,2014,16.2148722257524
CMR,IT.NET.USER.ZS,2015,18.29999924
CMR,IT.NET.USER.ZS,2016,20.60000038
CMR,IT.NET.USER.ZS,2017,23.2029719748646
CMR,IT.NET.USER.ZS,2018,29.70000076
CMR,IT.NET.USER.ZS,2019,36.53919983
CMR,IT.NET.USER.ZS,2020,37.69749832
CMR,IT.NET.USER.ZS,2021,38.89260101
CMR,IT.NET.USER.ZS,2022,40.12559891
CMR,IT.NET.USER.ZS,2023,42.24380112
CMR,IT.NET.USER.ZS,2024,46.25880051
CMR,NY.GDP.PCAP.CD,2010,1398.58702025047
CMR,NY.GDP.PCAP.CD,2011,1513.96056994878
CMR,NY.GDP.PCAP.CD,2012,1449.09874362279
CMR,NY.GDP.PCAP.CD,2013,1575.92882118897
CMR,NY.GDP.PCAP.CD,2014,1649.4433905949
CMR,NY.GDP.PCAP.CD,2015,1415.00009710569
CMR,NY.GDP.PCAP.CD,2016,1441.7201725688
CMR,NY.GDP.PCAP.CD,2017,1496.08951771242
CMR,NY.GDP.PCAP.CD,2018,1610.69641591017
CMR,NY.GDP.PCAP.CD,2019,1555.22660476477
CMR,NY.GDP.PCAP.CD,2020,1555.60370660749
CMR,NY.GDP.PCAP.CD,2021,1672.32657340872
CMR,NY.GDP.PCAP.CD,2022,1604.87726954895
CMR,NY.GDP.PCAP.CD,2023,1720.47510154506
CMR,NY.GDP.PCAP.CD,2024,1830.00833684727
CMR,NY.GDP.PCAP.CD,2025,1972.3815800786
GHA,IT.CEL.SETS.P2,2010,68.4473107845556
GHA,IT.CEL.SETS.P2,2011,81.1104488323626
GHA,IT.CEL.SETS.P2,2012,95.8261770997433
GHA,IT.CEL.SETS.P2,2013,102.337999297675
GHA,IT.CEL.SETS.P2,2014,108.270496910446
GHA,IT.CEL.SETS.P2,2015,121.997156544235
GHA,IT.CEL.SETS.P2,2016,130.481366086196
GHA,IT.CEL.SETS.P2,2017,122.471765695646
GHA,IT.CEL.SETS.P2,2018,133.609992432498
GHA,IT.CEL.SETS.P2,2019,130.70523333401
GHA,IT.CEL.SETS.P2,2020,126.887391353856
GHA,IT.CEL.SETS.P2,2021,124.402625384529
GHA,IT.CEL.SETS.P2,2022,120.803416027053
GHA,IT.CEL.SETS.P2,2023,98.8059221412722
GHA,IT.CEL.SETS.P2,2024,113.647966704673
GHA,IT.NET.BBND.P2,2010,0.204455388509399
GHA,IT.NET.BBND.P2,2011,0.249660012642992
GHA,IT.NET.BBND.P2,2012,0.254848945181518
GHA,IT.NET.BBND.P2,2013,0.251203224924326
GHA,IT.NET.BBND.P2,2014,0.250235435990938
GHA,IT.NET.BBND.P2,2015,0.254850246382187
GHA,IT.NET.BBND.P2,2016,0.294978237026438
GHA,IT.NET.BBND.P2,2017,0.189313949042323
GHA,IT.NET.BBND.P2,2018,0.199976597372149
GHA,IT.NET.BBND.P2,2019,0.187204014722826
GHA,IT.NET.BBND.P2,2020,0.245771040587956
GHA,IT.NET.BBND.P2,2021,0.352237707175248
GHA,IT.NET.BBND.P2,2022,0.62494509663475
GHA,IT.NET.BBND.P2,2023,0.555476730525596
GHA,IT.NET.BBND.P2,2024,0.664728986034211
GHA,IT.NET.USER.ZS,2010,7.8
GHA,IT.NET.USER.ZS,2011,9.0
GHA,IT.NET.USER.ZS,2012,10.6
GHA,IT.NET.USER.ZS,2013,15.0
GHA,IT.NET.USER.ZS,2014,19.0
GHA,IT.NET.USER.ZS,2015,23.0
GHA,IT.NET.USER.ZS,2016,28.0
GHA,IT.NET.USER.ZS,2017,37.88420105
GHA,IT.NET.USER.ZS,2018,43.0
GHA,IT.NET.USER.ZS,2019,22.0732
GHA,IT.NET.USER.ZS,2020,62.51760101
GHA,IT.NET.USER.ZS,2021,68.6
GHA,IT.NET.USER.ZS,2022,69.91329956
GHA,IT.NET.USER.ZS,2023,70.67430115
GHA,IT.NET.USER.ZS,2024,72.17569733
GHA,NY.GDP.PCAP.CD,2010,1263.89251760539
GHA,NY.GDP.PCAP.CD,2011,1507.43573198753
GHA,NY.GDP.PCAP.CD,2012,1543.77524235764
GHA,NY.GDP.PCAP.CD,2013,2294.79584693743
GHA,NY.GDP.PCAP.CD,2014,1949.90832923846
GHA,NY.GDP.PCAP.CD,2015,1722.77282833606
GHA,NY.GDP.PCAP.CD,2016,1912.47991339951
GHA,NY.GDP.PCAP.CD,2017,2012.28662641265
GHA,NY.GDP.PCAP.CD,2018,2195.32166016377
GHA,NY.GDP.PCAP.CD,2019,2186.65822682613
GHA,NY.GDP.PCAP.CD,2020,2195.45481659987
GHA,NY.GDP.PCAP.CD,2021,2445.18662529344
GHA,NY.GDP.PCAP.CD,2022,2229.89122654479
GHA,NY.GDP.PCAP.CD,2023,2383.90410476221
GHA,NY.GDP.PCAP.CD,2024,2419.2518672482
GHA,NY.GDP.PCAP.CD,2025,3257.1588903576
KEN,IT.CEL.SETS.P2,2010,60.0234402305252
KEN,IT.CEL.SETS.P2,2011,65.6730161546273
KEN,IT.CEL.SETS.P2,2012,70.0226527327794
KEN,IT.CEL.SETS.P2,2013,70.7541086893706
KEN,IT.CEL.SETS.P2,2014,73.0327455558393
KEN,IT.CEL.SETS.P2,2015,80.0958263165851
KEN,IT.CEL.SETS.P2,2016,80.9772361004341
KEN,IT.CEL.SETS.P2,2017,87.026530838819
KEN,IT.CEL.SETS.P2,2018,98.5944679106884
KEN,IT.CEL.SETS.P2,2019,106.547822056778
KEN,IT.CEL.SETS.P2,2020,117.602526394779
KEN,IT.CEL.SETS.P2,2021,122.297519656734
